month,CDIcomp,CDIprod,CDInounprod,noCDI,CDInouncomp,CHI,CHItypes,obs_1stpoint_mo,obs_1stprodN_mo,obs_1stprod_any_mo,obs_walk3_mo,obs_walk10_mo,rep_1stpoint_mo,rep_1stprodN_mo,rep_1stprod_any_mo,rep_walk3_mo,rep_1stcomp_any_mo,rep_1stcompN_mo,obs3w,rep3w,obsp,repp,obst,rept,firstpoint_mo,firstwalk_mo,walk_experience,point_experience,walk_experience_zeros,point_experience_zeros,firstpoint_obs,firstwalk_obs,obs_point_exp,obs_walk_exp,subj
6,11,0,0,FALSE,10,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,-6,-6,0,0,12,13,-6,-7,563
7,11,0,0,FALSE,10,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,-5,-5,0,0,12,13,-5,-6,563
8,15,1,0,FALSE,13,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,-4,-4,0,0,12,13,-4,-5,563
9,24,1,0,FALSE,18,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,-3,-3,0,0,12,13,-3,-4,563
10,31,1,0,FALSE,22,0,0,12,11,11,13,13,12,12,8,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,-2,-2,0,0,12,13,-2,-3,563
11,43,1,0,FALSE,32,2,1,12,11,11,13,13,12,12,8,11,6,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12,12,-1,-1,0,0,12,13,-1,-2,563
12,48,2,1,FALSE,36,17,2,12,11,11,13,13,12,12,8,11,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,0,0,0,0,12,13,0,-1,563
13,62,2,1,FALSE,44,53,1,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,1,1,1,1,12,13,1,0,563
14,73,3,2,FALSE,53,21,4,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,2,2,2,2,12,13,2,1,563
15,87,3,2,FALSE,62,71,9,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,3,3,3,3,12,13,3,2,563
16,109,3,2,FALSE,79,278,7,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,4,4,4,4,12,13,4,3,563
17,135,21,10,FALSE,93,28,7,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,5,5,5,5,12,13,5,4,563
18,152,35,18,FALSE,98,NA,NA,12,11,11,13,13,12,12,8,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,6,6,6,6,12,13,6,5,563
6,75,0,0,FALSE,50,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,8,-2,-2,0,0,12,10,-6,-4,288
7,113,2,2,FALSE,73,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8,8,-1,-1,0,0,12,10,-5,-3,288
8,191,3,2,FALSE,115,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,8,8,0,0,0,0,12,10,-4,-2,288
9,221,3,2,FALSE,131,0,0,12,17,15,10,11,8,7,7,8,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,8,8,1,1,1,1,12,10,-3,-1,288
10,256,4,2,FALSE,147,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,8,8,2,2,2,2,12,10,-2,0,288
11,262,9,4,FALSE,152,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,8,8,3,3,3,3,12,10,-1,1,288
12,274,16,8,FALSE,158,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,8,4,4,4,4,12,10,0,2,288
13,288,36,17,FALSE,165,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,8,5,5,5,5,12,10,1,3,288
14,314,36,17,FALSE,185,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,8,6,6,6,6,12,10,2,4,288
15,316,4,2,FALSE,186,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,8,7,7,7,7,12,10,3,5,288
16,336,4,2,FALSE,197,0,0,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,8,8,8,8,8,12,10,4,6,288
17,338,10,5,FALSE,199,13,2,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,8,9,9,9,9,12,10,5,7,288
18,338,12,7,FALSE,199,NA,NA,12,17,15,10,11,8,7,7,8,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,8,10,10,10,10,12,10,6,8,288
6,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,13,-7,-5,0,0,8,14,-2,-8,220
7,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,13,-6,-4,0,0,8,14,-1,-7,220
8,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,-5,-3,0,0,8,14,0,-6,220
9,0,0,0,FALSE,0,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,11,13,-4,-2,0,0,8,14,1,-5,220
10,3,0,0,FALSE,2,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,11,13,-3,-1,0,0,8,14,2,-4,220
11,5,2,1,FALSE,2,3,1,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11,13,-2,0,0,0,8,14,3,-3,220
13,15,4,3,FALSE,8,5,2,8,11,9,14,15,11,11,11,13,11,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11,13,0,2,0,2,8,14,5,-1,220
14,16,4,3,FALSE,8,20,3,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,13,1,3,1,3,8,14,6,0,220
15,37,11,4,FALSE,18,2,2,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,13,2,4,2,4,8,14,7,1,220
16,43,11,4,FALSE,22,110,9,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,13,3,5,3,5,8,14,8,2,220
17,55,17,9,FALSE,29,78,7,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,13,4,6,4,6,8,14,9,3,220
18,70,29,17,FALSE,38,NA,NA,8,11,9,14,15,11,11,11,13,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,13,5,7,5,7,8,14,10,4,220
6,0,0,0,FALSE,0,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-6,-7,0,0,16,12,-10,-6,465
7,10,0,0,FALSE,5,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-5,-6,0,0,16,12,-9,-5,465
8,27,0,0,FALSE,18,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-4,-5,0,0,16,12,-8,-4,465
9,30,0,0,FALSE,20,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,-3,-4,0,0,16,12,-7,-3,465
10,34,0,0,FALSE,23,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,12,-2,-3,0,0,16,12,-6,-2,465
11,48,0,0,FALSE,29,0,0,16,12,10,12,12,13,12,12,11,7,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13,12,-1,-2,0,0,16,12,-5,-1,465
12,74,2,1,FALSE,44,1,1,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,13,12,0,-1,0,0,16,12,-4,0,465
13,112,2,1,FALSE,68,0,0,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,13,12,1,0,1,0,16,12,-3,1,465
14,146,6,1,FALSE,81,0,0,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,13,12,2,1,2,1,16,12,-2,2,465
15,167,14,7,FALSE,95,9,2,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,13,12,3,2,3,2,16,12,-1,3,465
16,179,17,10,FALSE,103,32,6,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,12,4,3,4,3,16,12,0,4,465
17,213,26,15,FALSE,122,76,11,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,12,5,4,5,4,16,12,1,5,465
18,255,29,17,FALSE,147,NA,NA,16,12,10,12,12,13,12,12,11,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,12,6,5,6,5,16,12,2,6,465
6,66,0,0,FALSE,33,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,16,-10,-3,0,0,12,16,-6,-10,357
7,74,1,0,FALSE,36,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,16,-9,-2,0,0,12,16,-5,-9,357
8,124,2,1,FALSE,69,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,16,-8,-1,0,0,12,16,-4,-8,357
9,189,2,1,FALSE,104,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,9,16,-7,0,0,0,12,16,-3,-7,357
10,233,2,1,FALSE,132,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,9,16,-6,1,0,1,12,16,-2,-6,357
11,274,2,1,FALSE,153,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,9,16,-5,2,0,2,12,16,-1,-5,357
12,287,2,1,FALSE,158,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,9,16,-4,3,0,3,12,16,0,-4,357
13,313,4,2,FALSE,174,1,1,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9,16,-3,4,0,4,12,16,1,-3,357
14,334,16,7,FALSE,184,1,1,12,13,13,16,16,9,8,7,15,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9,16,-2,5,0,5,12,16,2,-2,357
15,361,24,9,FALSE,202,0,0,12,13,13,16,16,9,8,7,15,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,16,-1,6,0,6,12,16,3,-1,357
16,376,28,10,FALSE,211,1,1,12,13,13,16,16,9,8,7,15,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,16,0,7,0,7,12,16,4,0,357
17,384,33,12,FALSE,218,1,1,12,13,13,16,16,9,8,7,15,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,16,1,8,1,8,12,16,5,1,357
18,385,40,16,FALSE,219,NA,NA,12,13,13,16,16,9,8,7,15,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,16,2,9,2,9,12,16,6,2,357
6,2,0,0,FALSE,2,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,14,-8,-1,0,0,8,14,-2,-8,521
7,10,2,2,FALSE,6,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,7,14,-7,0,0,0,8,14,-1,-7,521
8,34,2,2,FALSE,19,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,7,14,-6,1,0,1,8,14,0,-6,521
9,41,4,4,FALSE,25,0,0,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,7,14,-5,2,0,2,8,14,1,-5,521
10,48,10,7,FALSE,29,1,1,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7,14,-4,3,0,3,8,14,2,-4,521
11,95,16,10,FALSE,55,12,5,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7,14,-3,4,0,4,8,14,3,-3,521
12,127,22,13,FALSE,70,37,11,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7,14,-2,5,0,5,8,14,4,-2,521
13,221,38,20,FALSE,118,55,8,8,10,10,14,14,7,7,7,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7,14,-1,6,0,6,8,14,5,-1,521
14,242,77,48,FALSE,130,62,18,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,0,7,0,7,8,14,6,0,521
15,264,110,74,FALSE,144,116,25,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,1,8,1,8,8,14,7,1,521
16,286,143,93,FALSE,157,213,39,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,2,9,2,9,8,14,8,2,521
17,316,191,124,FALSE,176,154,54,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,3,10,3,10,8,14,9,3,521
18,336,232,150,FALSE,190,NA,NA,8,10,10,14,14,7,7,7,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,4,11,4,11,8,14,10,4,521
6,5,0,0,FALSE,2,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,14,-8,-1,0,0,11,15,-5,-9,274
7,53,0,0,FALSE,26,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,14,-7,0,0,0,11,15,-4,-8,274
8,77,0,0,FALSE,39,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,14,-6,1,0,1,11,15,-3,-7,274
9,102,0,0,FALSE,58,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,14,-5,2,0,2,11,15,-2,-6,274
10,158,0,0,FALSE,97,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,14,-4,3,0,3,11,15,-1,-5,274
11,192,0,0,FALSE,120,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7,14,-3,4,0,4,11,15,0,-4,274
12,219,2,0,FALSE,138,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,7,14,-2,5,0,5,11,15,1,-3,274
13,239,8,0,FALSE,149,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,7,14,-1,6,0,6,11,15,2,-2,274
14,254,32,2,FALSE,159,0,0,11,15,15,15,15,7,14,12,14,6,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,7,14,0,7,0,7,11,15,3,-1,274
15,296,37,2,FALSE,187,1,1,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,1,8,1,8,11,15,4,0,274
16,309,40,4,FALSE,191,1,1,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,2,9,2,9,11,15,5,1,274
17,330,63,23,FALSE,193,19,2,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,3,10,3,10,11,15,6,2,274
18,335,138,84,FALSE,197,NA,NA,11,15,15,15,15,7,14,12,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,14,4,11,4,11,11,15,7,3,274
9,NA,NA,NA,TRUE,NA,1,1,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,16,-7,-7,0,0,12,14,-3,-5,626
14,NA,NA,NA,TRUE,NA,0,0,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,16,16,-2,-2,0,0,12,14,2,0,626
15,NA,NA,NA,TRUE,NA,18,2,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,16,16,-1,-1,0,0,12,14,3,1,626
17,NA,NA,NA,TRUE,NA,5,1,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,16,1,1,1,1,12,14,5,3,626
18,NA,NA,NA,TRUE,NA,NA,NA,14,13,12,11,11,7,9,9,9,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,10,8,12,8,12,14,11,4,7,342
16,NA,NA,NA,TRUE,NA,0,0,8,17,13,13,13,11,14,14,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,13,3,6,3,6,8,13,8,3,172
17,NA,NA,NA,TRUE,NA,1,1,8,17,13,13,13,11,14,14,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,13,4,7,4,7,8,13,9,4,172
18,NA,NA,NA,TRUE,NA,NA,NA,14,15,14,12,12,8,12,12,10,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,10,8,10,8,10,14,12,4,6,986
7,NA,NA,NA,TRUE,NA,0,0,16,12,12,13,13,11,12,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,-5,-3,0,0,16,13,-9,-6,625
16,NA,NA,NA,TRUE,NA,39,10,16,12,12,13,13,11,12,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,12,4,6,4,6,16,13,0,3,625
17,NA,NA,NA,TRUE,NA,86,14,16,12,12,13,13,11,12,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,12,5,7,5,7,16,13,1,4,625
18,NA,NA,NA,TRUE,NA,NA,NA,16,12,12,13,13,11,12,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,12,6,8,6,8,16,13,2,5,625
9,NA,NA,NA,TRUE,NA,0,0,14,14,9,12,13,14,12,10,11,6,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,11,-2,-4,0,0,14,12,-5,-3,944
17,NA,NA,NA,TRUE,NA,0,0,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,11,6,4,6,4,14,12,3,5,944
18,NA,NA,NA,TRUE,NA,NA,NA,14,14,9,12,13,14,12,10,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,11,7,5,7,5,14,12,4,6,944
12,NA,NA,NA,TRUE,NA,0,0,10,11,11,12,12,10,13,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,11,1,2,1,2,10,12,2,0,518
12,NA,NA,NA,TRUE,NA,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,11,14,-2,1,0,1,10,12,2,0,151
13,NA,NA,NA,TRUE,NA,0,0,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,11,14,-1,2,0,2,10,12,3,1,151
17,NA,NA,NA,TRUE,NA,2,2,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,14,3,6,3,6,10,12,7,5,151
18,NA,NA,NA,TRUE,NA,NA,NA,10,16,14,12,13,12,14,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,14,4,7,4,7,10,12,8,6,151
8,NA,NA,NA,TRUE,NA,0,0,8,16,10,11,11,6,NA,14,11,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6,11,-3,2,0,2,8,11,0,-3,893
15,NA,NA,NA,TRUE,NA,1,1,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,4,9,4,9,8,11,7,4,893
17,NA,NA,NA,TRUE,NA,52,3,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,6,11,6,11,8,11,9,6,893
18,NA,NA,NA,TRUE,NA,NA,NA,8,16,10,11,11,6,NA,14,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,11,7,12,7,12,8,11,10,7,893
18,NA,NA,NA,TRUE,NA,NA,NA,16,12,11,12,12,13,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,12,6,5,6,5,16,12,2,6,424
18,NA,NA,NA,TRUE,NA,NA,NA,10,10,10,12,13,12,12,12,12,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,12,6,6,6,6,10,12,8,6,351
12,NA,NA,NA,TRUE,NA,0,0,8,11,9,14,15,11,11,11,13,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11,13,-1,1,0,1,8,14,4,-2,220
